timestamp,avg,min_v,max_v,nighttime,time_diff_min,T_diff,type,ID
2022-12-07 21:00:00+00:00,56.8,53.8,60.2,False,15,6.400000000000006,forward,S3C1
2022-12-07 21:00:00+00:00,56.1,53.4,59.2,False,15,5.800000000000004,forward,S3C1
2022-12-07 21:15:00+00:00,56.7,53.9,60.1,False,15,6.200000000000003,forward,S3C1
2022-12-07 21:15:00+00:00,56.2,53.5,59.1,False,15,5.600000000000001,forward,S3C1
2022-12-07 21:30:00+00:00,54.7,51.0,59.4,False,15,8.399999999999999,forward,S3C1
2022-12-07 21:30:00+00:00,54.2,50.7,58.4,False,15,7.699999999999996,forward,S3C1
2022-12-07 21:45:00+00:00,52.9,51.6,54.2,False,15,2.6000000000000014,forward,S3C1
2022-12-07 21:45:00+00:00,52.3,51.1,53.6,False,15,2.5,forward,S3C1
2022-12-07 22:00:00+00:00,55.0,54.4,55.6,True,15,1.2000000000000028,forward,S3C1
2022-12-07 22:00:00+00:00,54.4,53.7,55.1,True,15,1.3999999999999986,forward,S3C1
2022-12-07 22:15:00+00:00,56.6,55.8,57.4,True,15,1.6000000000000014,forward,S3C1
2022-12-07 22:15:00+00:00,55.9,55.2,56.6,True,15,1.3999999999999986,forward,S3C1
2022-12-07 22:30:00+00:00,58.2,57.5,59.0,True,15,1.5,forward,S3C1
2022-12-07 22:30:00+00:00,57.5,56.7,58.3,True,15,1.5999999999999943,forward,S3C1
2022-12-07 22:45:00+00:00,59.8,59.1,60.4,True,15,1.2999999999999972,forward,S3C1
2022-12-07 22:45:00+00:00,58.9,58.4,59.3,True,15,0.8999999999999986,forward,S3C1
2022-12-07 23:00:00+00:00,59.9,59.4,60.3,True,15,0.8999999999999986,forward,S3C1
2022-12-07 23:00:00+00:00,60.8,60.5,61.0,True,15,0.5,forward,S3C1
2022-12-07 23:15:00+00:00,61.1,60.4,61.7,True,15,1.3000000000000043,forward,S3C1
2022-12-07 23:15:00+00:00,61.8,61.1,62.4,True,15,1.2999999999999972,forward,S3C1
2022-12-07 23:30:00+00:00,63.1,62.5,63.6,True,15,1.1000000000000014,forward,S3C1
2022-12-07 23:30:00+00:00,62.3,61.8,62.8,True,15,1.0,forward,S3C1
2022-12-07 23:45:00+00:00,63.9,63.8,64.2,True,15,0.4000000000000057,forward,S3C1
2022-12-07 23:45:00+00:00,63.2,62.9,63.4,True,15,0.5,forward,S3C1
2022-12-08 00:00:00+00:00,65.2,64.4,66.1,True,15,1.6999999999999886,forward,S3C1
2022-12-08 00:00:00+00:00,64.5,63.6,65.4,True,15,1.8000000000000043,forward,S3C1
2022-12-08 00:15:00+00:00,66.6,66.2,67.0,True,15,0.7999999999999972,forward,S3C1
2022-12-08 00:15:00+00:00,65.9,65.6,66.3,True,15,0.7000000000000028,forward,S3C1
2022-12-08 00:30:00+00:00,66.8,66.2,67.4,True,15,1.2000000000000028,forward,S3C1
2022-12-08 00:30:00+00:00,66.1,65.6,66.6,True,15,1.0,forward,S3C1
2022-12-08 00:45:00+00:00,65.1,64.3,66.3,True,15,2.0,forward,S3C1
2022-12-08 00:45:00+00:00,64.5,63.6,65.8,True,15,2.1999999999999957,forward,S3C1
2022-12-08 01:00:00+00:00,63.6,63.0,64.4,True,15,1.4000000000000057,forward,S3C1
2022-12-08 01:00:00+00:00,64.0,63.4,64.9,True,15,1.500000000000007,forward,S3C1
2022-12-08 01:15:00+00:00,65.2,63.2,66.9,True,15,3.700000000000003,forward,S3C1
2022-12-08 01:15:00+00:00,64.7,62.6,66.7,True,15,4.100000000000001,forward,S3C1
2022-12-08 01:30:00+00:00,63.7,62.8,65.0,True,15,2.200000000000003,forward,S3C1
2022-12-08 01:30:00+00:00,64.1,63.2,65.3,True,15,2.0999999999999943,forward,S3C1
2022-12-08 01:45:00+00:00,64.3,62.2,66.9,True,15,4.700000000000003,forward,S3C1
2022-12-08 01:45:00+00:00,64.7,62.8,67.4,True,15,4.6000000000000085,forward,S3C1
2022-12-08 02:00:00+00:00,63.7,61.8,66.3,True,15,4.5,forward,S3C1
2022-12-08 02:00:00+00:00,64.2,62.4,66.9,True,15,4.500000000000007,forward,S3C1
2022-12-08 02:15:00+00:00,64.0,61.8,66.3,True,15,4.5,forward,S3C1
2022-12-08 02:15:00+00:00,64.5,62.4,66.8,True,15,4.399999999999999,forward,S3C1
2022-12-08 02:30:00+00:00,64.9,62.2,66.9,True,15,4.700000000000003,forward,S3C1
2022-12-08 02:30:00+00:00,65.4,62.9,67.4,True,15,4.500000000000007,forward,S3C1
2022-12-08 02:45:00+00:00,64.5,62.1,66.8,True,15,4.699999999999996,forward,S3C1
2022-12-08 02:45:00+00:00,65.0,62.8,67.2,True,15,4.400000000000006,forward,S3C1
2022-12-08 03:00:00+00:00,64.9,62.7,67.1,True,15,4.3999999999999915,forward,S3C1
2022-12-08 03:00:00+00:00,64.5,62.2,66.7,True,15,4.5,forward,S3C1
2022-12-08 03:15:00+00:00,63.5,61.4,65.4,True,15,4.000000000000007,forward,S3C1
2022-12-08 03:15:00+00:00,64.0,62.0,66.0,True,15,4.0,forward,S3C1
2022-12-08 03:30:00+00:00,64.5,62.3,66.9,True,15,4.6000000000000085,forward,S3C1
2022-12-08 03:30:00+00:00,64.1,61.8,66.4,True,15,4.6000000000000085,forward,S3C1
2022-12-08 03:45:00+00:00,62.3,58.8,65.5,True,15,6.700000000000003,forward,S3C1
2022-12-08 03:45:00+00:00,62.9,59.1,66.2,True,15,7.100000000000001,forward,S3C1
2022-12-08 04:00:00+00:00,60.7,59.5,61.9,False,15,2.3999999999999986,forward,S3C1
