timestamp,avg,min_v,max_v,stddev_v
"2022-12-07T09:30:00Z","60.6","60.1","61.2","null"
"2022-12-07T09:15:00Z","59.8","59.1","60.3","null"
"2022-12-07T09:00:00Z","58.1","57.3","58.9","null"
"2022-12-07T08:45:00Z","56.1","54.9","57.2","null"
"2022-12-07T08:30:00Z","54.1","53.3","54.8","null"
"2022-12-07T08:15:00Z","50.5","48.6","53.2","null"
"2022-12-07T08:00:00Z","55.6","50.8","61.3","null"
"2022-12-07T07:45:00Z","57.7","52.9","60.2","null"
"2022-12-07T07:30:00Z","59.2","57.0","61.8","null"
"2022-12-07T07:15:00Z","60.9","57.8","65.1","null"
"2022-12-07T07:00:00Z","64.5","61.7","67.2","null"
"2022-12-07T06:45:00Z","64.3","61.6","66.6","null"
"2022-12-07T06:30:00Z","64.9","62.4","66.9","null"
"2022-12-07T06:15:00Z","64.5","62.4","67.2","null"
"2022-12-07T06:00:00Z","64.7","62.6","66.9","null"
"2022-12-07T05:45:00Z","64.4","62.2","67.0","null"
"2022-12-07T05:30:00Z","64.9","62.8","67.1","null"
"2022-12-07T05:15:00Z","65.0","63.1","66.9","null"
"2022-12-07T05:00:00Z","65.3","63.0","67.4","null"
"2022-12-07T04:45:00Z","65.4","63.1","67.4","null"
"2022-12-07T04:30:00Z","64.7","62.7","66.6","null"
"2022-12-07T04:15:00Z","64.7","62.8","67.5","null"
"2022-12-07T04:00:00Z","64.4","62.1","67.4","null"
"2022-12-07T03:45:00Z","64.1","62.1","66.3","null"
"2022-12-07T03:30:00Z","64.8","63.1","66.6","null"
"2022-12-07T03:15:00Z","65.2","63.0","67.1","null"
"2022-12-07T03:00:00Z","65.3","62.8","67.4","null"
"2022-12-07T02:45:00Z","65.1","62.9","67.2","null"
"2022-12-07T02:30:00Z","64.9","62.6","66.9","null"
"2022-12-07T02:15:00Z","64.8","62.9","67.1","null"
"2022-12-07T02:00:00Z","65.0","63.1","66.8","null"
"2022-12-07T01:45:00Z","64.9","63.1","67.2","null"
"2022-12-07T01:30:00Z","65.3","63.1","67.2","null"
"2022-12-07T01:15:00Z","65.7","64.1","67.2","null"
